Asset Group,Issue Description,Target Resolution Time,Target Resolution Date & Time,Target Duration (Hours),Actual Response Date & Time,Actual Resolution Date & Time,Actual Duration (Minutes),Actual Operation Time(Minutes),Technicians Count,Owning Department,Work Order Department,Status,Priority,Location,Life & Safety Asset,Failure Code,Cause Code,MaintenanceType
AIR HANDLING UNIT-05,COOLING COIL DIRTY AHU-A1121-004,,2024-04-12 20:28:38,24,2024-04-11 19:38:00,2024-04-11 23:30:00,232.0,928.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,AHU DUCT INSULATION DAMAGED - AG-01-08,,2024-04-21 21:34:16,24,2024-04-20 20:40:00,2024-04-20 22:40:00,120.0,240.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,FILTER ALARM STATUS - AHU-A1121-004 - MECHANICAL ROOM AG-01-08 - PROJECT8.APPLICATIONVIEW:APPLICATIONVIEW.GRAPHICS.PTC-A1121-CONCOURSEA.AHU-A1121-004-CPMS /,,2023-10-28 11:14:40,24,2023-10-27 10:20:00,2023-10-27 12:20:00,120.0,360.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,AHU-A1121-004 DUCT INSULATION DAMAGED,,2023-11-05 02:34:23,24,2023-11-04 01:40:00,2023-11-04 03:40:00,120.0,360.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,AHU LIGHTING SWITCH NOT WORKING  AHU-A1121-004 -AG-01-08,,2024-03-02 20:07:51,24,2024-03-01 19:17:00,2024-03-01 22:01:00,164.0,328.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,NOT WORKING,MARINE LIGHT NOT WORKING,CM
AIR HANDLING UNIT-05,COOLING COIL IS DIRTY,,2022-01-14 19:50:11,24,2022-01-13 19:00:00,2022-01-13 23:00:00,240.0,960.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,AHU FILTER IS DIRTY - AHU-A1121-004 – AG-01-08,,2022-03-07 11:51:13,24,2022-03-06 11:00:00,2022-03-06 16:00:00,300.0,440.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY AG-01-08,,2022-03-30 20:12:03,24,2022-03-29 19:20:00,2022-03-29 23:00:00,220.0,660.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,"DP3 DUST FILTER STATUS-ASD-COA-GFL001-AHU066-FIL819 AHU-A1121-004							
FILTERS 819-AIR HANDLING UNIT 066 (TAG NO:AHU-A1121-004)-AIRSIDE-CONCOURSE A-GROUND FLOOR AREA 001							
PROJECT8.LOGICALVIEW:LOGICAL.BAC3.A1121.GNDP1.CONA04.AHU00",,2022-04-07 10:18:38,24,2022-04-06 09:25:00,2022-04-06 11:30:00,125.0,375.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,AHU-A1121-004 – DP1 FILTER ALARM,,2022-05-15 10:04:58,24,2022-05-14 09:10:00,2022-05-14 12:00:00,170.0,265.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY AHU-A1121-004),,2022-05-18 12:13:16,24,2022-05-17 11:20:00,2022-05-17 15:30:00,250.0,750.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,WATER DRIPPING FROM CHILLED WATER LINE-AG-01-08,,2022-05-22 13:21:38,24,2022-05-21 12:30:00,2022-05-21 16:00:00,210.0,420.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DAMAGED,PARTS DAMAGED,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED,,2022-12-25 09:09:05,24,2022-12-24 08:20:00,2022-12-24 11:00:00,160.0,480.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DAMAGED,ABNORMAL VIBRATION OF EQUIPMENT DUE TO LOOSE PART OR SYSTEM COMPONENT,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY AG-01-08 AHU-A1121-004,,2022-01-24 20:12:19,24,2022-01-23 19:15:00,2022-01-23 23:00:00,225.0,675.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED - AHU-A1121-004 - AG-01-08,,2022-03-02 20:43:35,24,2022-03-01 19:50:00,2022-03-01 21:50:00,120.0,240.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DAMAGED,CHILLED WATER ACTUATOR DAMAGE,CM
AIR HANDLING UNIT-05, DP3 FILTER ALARM- AHU-A1121-004- MECHANICAL ROOM AG-01-08,,2022-04-28 09:07:28,24,2022-04-27 08:15:00,2022-04-27 17:00:00,525.0,195.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,FILTER BLOCKED - AHU-A1121-004) CONCOURSE A-GROUND FLOOR AREA 001,,2022-07-18 09:03:14,24,2022-07-17 08:10:00,2022-07-17 09:45:00,95.0,285.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,BLOCKED,DRAIN CLOGGED,CM
AIR HANDLING UNIT-05,DP1 FILTER ALARM TAG NO:AHU-A1121-004,,2022-08-28 09:04:06,24,2022-08-27 08:10:00,2022-08-27 11:00:00,170.0,355.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,COOILING COIL DIRTY,,2022-04-24 11:08:59,24,2022-04-23 10:15:00,2022-04-23 15:15:00,300.0,495.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,FILTER IS DIRTY - AHU-A1121-009 – AG-01-08,,2022-07-15 20:00:00,24,2022-07-14 19:05:00,2022-07-14 23:00:00,235.0,350.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY AHU-A1121-009,,2022-09-15 20:13:29,24,2022-09-14 19:20:00,2022-09-14 21:20:00,120.0,480.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,AIR FILTER IS BLOCKED,,2022-09-26 11:47:56,24,2022-09-25 10:57:00,2022-09-25 12:00:00,63.0,126.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,BLOCKED,DRAIN CLOGGED,CM
AIR HANDLING UNIT-05,RETURN SIDE MOTOR COOLING FAN DAMAGED,,2022-11-13 15:26:21,24,2022-11-12 14:30:00,2022-11-12 18:30:00,240.0,295.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DAMAGED,ABNORMAL VIBRATION OF EQUIPMENT DUE TO LOOSE PART OR SYSTEM COMPONENT,CM
AIR HANDLING UNIT-05,AHU-A1121-009  COOLING COIL DIRTY,,2023-01-12 20:52:55,24,2023-01-11 20:00:00,2023-01-11 23:00:00,180.0,360.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,AG-01-08 COOLING COIL DIRTY AHU-A1121-009,,2023-06-19 08:29:56,24,2023-06-18 07:35:00,2023-06-18 11:30:00,235.0,940.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,DP1 FILTER ALARM,,2023-06-19 11:45:20,24,2023-06-18 10:50:00,2023-06-18 15:30:00,280.0,365.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,AHU-A1121-009 DRAIN LINE PIT DIRTY AG-01-08,,2023-07-14 09:55:17,24,2023-07-13 09:00:00,2023-07-13 11:00:00,120.0,360.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED - AHU-A1121-009   - AG 01 08,,2023-08-06 22:39:28,24,2023-08-05 21:45:00,2023-08-05 23:30:00,105.0,315.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,"CHILLED WATER LINE PAINT FADED,AHU-A1121-009, AG-01-08",,2023-08-26 08:45:40,24,2023-08-25 07:50:00,2023-08-25 14:05:00,375.0,545.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,DUCT INSULATION DAMAGED - AHU-A1121-009 - AG-01-08,,2023-09-14 21:26:02,24,2023-09-13 20:35:00,2023-09-13 23:30:00,175.0,350.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DAMAGED,AIR DUCT CANVASS DAMAGED,CM
AIR HANDLING UNIT-05,FILTER DIRTY-AHU-A1121-009)-AIRSIDE-CONCOURSE A-GROUND FLOOR AREA 001,,2022-10-21 10:46:44,24,2022-10-20 09:55:00,2022-10-20 14:30:00,275.0,125.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,COOL DIRTY,,2022-11-09 20:25:24,24,2022-11-08 19:30:00,2022-11-08 23:30:00,240.0,960.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,SUPLLY SIDE DUCT CANVAS AIR LEAKAGE  - AHU-A1121-009 – AG-01-08,,2022-12-24 20:28:07,24,2022-12-23 19:35:00,2022-12-23 23:05:00,210.0,725.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,LEAKAGE,AIR LEAKAGE,CM
AIR HANDLING UNIT-05,FILTER DIRTY - AHU-A1121-009 – AG-01-08,,2023-09-19 14:30:47,24,2023-09-18 13:40:00,2023-09-18 17:00:00,200.0,350.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,LIGHTING SWITCH FAULTY - AHU-A1121-009 – AG-01-08,,2023-11-07 13:04:35,24,2023-11-06 12:10:00,2023-11-06 15:10:00,180.0,360.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,NOT WORKING,FAULTY CONTROL THERMOSTAT,CM
AIR HANDLING UNIT-05,DUCT INSULATION IS DAMAGED,,2023-11-16 21:01:25,24,2023-11-15 20:10:00,2023-11-15 22:10:00,120.0,240.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DAMAGED,AIR DUCT CANVASS DAMAGED,CM
AIR HANDLING UNIT-05,AHU-A1121-009 – AHU CABIN LAMP NOT WORKING- AG-01-08,,2022-11-09 16:08:08,24,2022-11-08 15:15:00,2022-11-08 16:42:00,87.0,174.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,NOT WORKING,MARINE LIGHT NOT WORKING,CM
AIR HANDLING UNIT-05,AHU NOISY -AG-1-08,,2023-04-29 08:23:02,24,2023-04-28 07:30:00,2023-04-28 13:30:00,360.0,800.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,NOISY,BEARING PROBLEM,CM
AIR HANDLING UNIT-05,AHU-A1121-009 SUPPLY DUCT INSULATION DAMAGED -A0-01-08,,2023-08-22 23:49:25,24,2023-08-21 23:00:00,2023-08-22 01:00:00,120.0,360.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,AHU DUCT INSULATION DAMAGED - AG-01-08,,2024-04-21 21:33:02,24,2024-04-20 20:35:00,2024-04-20 22:35:00,120.0,240.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,DUCT INSULATION DAMAGE -   AIR HANDLING UNIT 071 (TAG NO:AHU-A1121-009)-AIRSIDE-CONCOURSE A-GROUND FLOOR AREA 001,,2024-02-20 20:25:14,24,2024-02-19 19:35:00,2024-02-19 21:30:00,115.0,345.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,ACCESS DOOR AIR LEAKAGE – (AHU-A1121-009) -,,2024-03-08 13:44:52,24,2024-03-07 12:50:00,2024-03-07 15:30:00,160.0,480.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,LEAKAGE,AIR LEAKAGE,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY AG NO:AHU-A1121-009) AG-01-08,,2022-01-13 19:53:48,24,2022-01-12 19:00:00,2022-01-12 23:30:00,270.0,540.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY AG-01-08,,2022-01-29 15:05:33,24,2022-01-28 14:10:00,2022-01-28 18:45:00,275.0,620.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED -AG-01-08,,2022-03-03 21:22:07,24,2022-03-02 20:30:00,2022-03-02 23:00:00,150.0,300.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,MAJOR LEAKAGE FROM UNKNOWN SOURCE (FLOOR FLOODED WITH WATER) – MECHANICAL ROOM A0-01-08,,2022-03-18 23:33:40,4,2022-03-18 19:10:00,2022-03-18 21:55:00,165.0,495.0,3,HVAC,,Closed,Urgent,GROUND FLOOR AREA 001,N,WATER LEAKAGE,BLOCKED DRAIN LINE,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY,,2022-03-26 22:40:57,24,2022-03-25 21:45:00,2022-03-25 23:25:00,100.0,300.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY -AIR HANDLING UNIT 071 (TAG NO:AHU-A1121-009)-AIRSIDE-CONCOURSE A-GROUND FLOOR AREA 001,,2022-01-28 20:10:57,24,2022-01-27 19:20:00,2022-01-27 23:00:00,220.0,835.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,AHU-A1121-009 - COOLING COIL DIRTY AG-01-08,,2022-03-29 20:19:53,24,2022-03-28 19:25:00,2022-03-28 22:30:00,185.0,555.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,"DAMAGED ALUMINIUM LOUVRE / DUCT AT CON A, AREA1 AHU-A1121-009",,2022-02-23 13:00:10,24,2022-02-22 12:10:00,2022-02-22 14:25:00,135.0,245.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DAMAGED,AIR DUCT CANVASS DAMAGED,CM
AIR HANDLING UNIT-05,CHILL WATER LINE PAINT FADED – AG-01-08,,2022-05-12 04:35:32,24,2022-05-11 03:40:00,2022-05-11 06:00:00,140.0,280.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,AHU-A1121-009 – COOLING COIL DIRTY,,2022-08-21 01:13:33,24,2022-08-20 00:20:00,2022-08-20 03:20:00,180.0,360.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,AHU-A1121-009 CHILLED WATER LINE PAINT FADED AG-01-08,,2023-02-06 02:49:43,24,2023-02-05 01:55:00,2023-02-05 05:30:00,215.0,365.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 001,N,LEAKAGE,AIR LEAKAGE,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY - AG-02-05,,2022-03-23 20:00:06,24,2022-03-22 19:10:00,2022-03-22 23:00:00,230.0,570.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,COOLING COIL IS DIRTY - AHU-A1121-005 – AG-02-05,,2022-08-07 21:03:38,24,2022-08-06 20:10:00,2022-08-06 23:30:00,200.0,600.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,AHU-A1121-005- COOLING COIL DIRTY AG-02-05,,2022-09-20 20:31:58,24,2022-09-19 19:35:00,2022-09-19 23:30:00,235.0,705.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,AHU-A1121-005- SUPPLY DUCT CANVAS AIR LEAKAGE – AG-02-05-,,2022-12-30 20:56:01,24,2022-12-29 20:05:00,2022-12-29 23:05:00,180.0,540.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,LEAKAGE,AIR LEAKAGE,CM
AIR HANDLING UNIT-05,"COOLING COIL DIRTY AHU-A1121-005, AG-02-05",,2023-01-06 20:34:27,24,2023-01-05 19:45:00,2023-01-05 23:45:00,240.0,960.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED - (AHU-A1121-005) - AG 02 04,,2023-04-22 08:28:59,24,2023-04-21 07:35:00,2023-04-21 10:35:00,180.0,540.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DAMAGED,CHILLED WATER ACTUATOR DAMAGE,CM
AIR HANDLING UNIT-05,"FILTER BLOCKED, AHU-A1121-005, AG-02-05",,2023-05-25 02:01:12,24,2023-05-24 01:10:00,2023-05-24 02:30:00,80.0,160.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,DAMAGED/BEND RETURN AIR GRILLS - IN FRONT OF WOMEN WASHROOM (A1 02 18),,2023-06-06 15:33:55,24,2023-06-05 14:40:00,2023-06-05 18:40:00,240.0,85.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DAMAGED,AIR FILTER DAMAGED,CM
AIR HANDLING UNIT-05,"PTC Con A-level 1	Near LaVita Café	damaged/bend Return Air Grills/misaligned
",,2023-07-06 13:30:30,24,2023-07-05 12:35:00,2023-07-05 16:15:00,220.0,125.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,NOISY,MISALIGNMENT,CM
AIR HANDLING UNIT-05,AHU-A1121-005-CHILLED WATER LINE PAINTS FADED-CONCOURSE A-GROUND FLOOR AREA 002,,2023-07-07 08:53:37,24,2023-07-06 08:00:00,2023-07-06 09:45:00,105.0,315.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,ABNORMAL SOUND FROM THE UNIT – AG-02-05,,2023-08-08 09:34:50,24,2023-08-07 08:40:00,2023-08-07 14:20:00,340.0,1020.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,NOISY,BEARING PROBLEM,CM
AIR HANDLING UNIT-05,AHU COIL DIRTY,,2023-11-03 20:57:37,24,2023-11-02 20:05:00,2023-11-02 23:30:00,205.0,615.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,1.CON-A LEVEL ONE 3RD COMMON AREA WALL AC GRILL METAL PANELS DETACH (NEARBY LOCATION A1 02 16 PARENTS ROOM),,2023-12-27 09:42:03,24,2023-12-26 08:50:00,2023-12-26 15:00:00,370.0,185.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,NOT WORKING,BLOCKAGE OF AIR FLOW,CM
AIR HANDLING UNIT-05,DUCT INSULATION IS DAMAGED,,2024-02-04 20:11:35,24,2024-02-03 19:20:00,2024-02-03 22:20:00,180.0,360.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,AHU-A1121-005- FILTER DIRTY,,2022-07-29 14:19:03,24,2022-07-28 13:25:00,2022-07-28 16:50:00,205.0,85.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,AHU COOLING COIL IS DIRTY,,2022-08-18 04:23:17,24,2022-08-17 03:30:00,2022-08-17 06:30:00,180.0,540.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,AHU FILTER DIRTY,,2022-10-06 19:58:36,24,2022-10-05 19:05:00,2022-10-05 20:00:00,55.0,165.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,CHILL WATER LINE PAINT IS FADED - AHU-A1121005 – AG-02-05,,2022-10-19 22:14:06,24,2022-10-18 21:20:00,2022-10-18 23:20:00,120.0,360.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DAMAGED,CHILLED WATER ACTUATOR DAMAGE,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED - AHU-A1121-005 – AG-02-05,,2023-08-27 13:40:48,24,2023-08-26 12:45:00,2023-08-26 15:45:00,180.0,540.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,"COOLING COIL DIRTY -  AIR HANDLING UNIT 067 (TAG NO:AHU-A1121-005)-AIRSIDE-CONCOURSE A-GROUND FLOOR AREA 002
",,2023-12-18 20:58:08,24,2023-12-17 20:08:00,2023-12-17 23:30:00,202.0,606.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,"ACCESS DOOR AIR LEAKAGE,AHU-A1121-005, AG-02-05",,2024-01-04 13:37:22,24,2024-01-03 12:45:00,2024-01-03 16:00:00,195.0,365.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,LEAKAGE,AIR LEAKAGE,CM
AIR HANDLING UNIT-05,AC TOO WARM - GATE A6,,2022-08-13 00:19:10,24,2022-08-11 23:25:00,2022-08-12 01:00:00,95.0,65.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,NOT WORKING,TOO HOT,CM
AIR HANDLING UNIT-05,AG-02-05- AHU-A1121-005- COOLING COIL DIRTY,,2022-11-09 11:25:32,24,2022-11-08 10:30:00,2022-11-08 13:00:00,150.0,475.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED - (AHU-A1121010) - AIRSIDE-CONCOURSE A-GROUND FLOOR AREA 002,,2023-01-08 13:39:11,24,2023-01-07 12:45:00,2023-01-07 17:00:00,255.0,365.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,AHU-A1121-005 COOLING COIL DIRTY AG-02-05,,2023-09-15 13:11:09,24,2023-09-14 12:15:00,2023-09-14 15:20:00,185.0,555.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,"AHU CABIN LIGHT NOT WORKING, AHU-A1121-005, AG-02-05",,2024-02-28 20:06:09,24,2024-02-27 19:15:00,2024-02-27 22:00:00,165.0,330.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,DUST ACCUMULATION,CM
AIR HANDLING UNIT-05,AC VENT DAMAGE IN CONCOURSE A NEAR COMMON AREA A A8 BOARDING GATE NEAR LATVIA CAFE PLEASE CONTACT @ 55948635 MERIAM,,2023-11-10 03:12:18,24,2023-11-09 02:20:00,2023-11-09 04:00:00,100.0,115.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,LOOSE,DUCT SUPPORT LOOSE,CM
AIR HANDLING UNIT-05,DUCP INSULATION DAMAGE --  AG-02-05,,2023-11-29 20:51:52,24,2023-11-28 20:00:00,2023-11-28 22:00:00,120.0,360.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,SUPPLY DUCT AIR LEAKAGE – (AHU-A1121-005) -,,2024-03-08 13:40:19,24,2024-03-07 12:45:00,2024-03-07 15:20:00,155.0,465.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,WATER LEAKAGE,LEAK DUE TO CONDENSATION,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY,,2022-02-01 03:24:49,24,2022-01-31 02:30:00,2022-01-31 05:30:00,180.0,540.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,CHILL WATER LINE PAINT IS DAMAGED - AHU-A1121-005 – AG-02-05,,2022-02-28 21:13:58,24,2022-02-27 20:20:00,2022-02-27 22:30:00,130.0,390.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DAMAGED,ACCIDENT DUE TO MISHANDLING,CM
AIR HANDLING UNIT-05,AHU-A1121-005 –FILTER BLOCKED – AG-02-05,,2022-03-10 02:07:36,24,2022-03-09 01:15:00,2022-03-09 02:30:00,75.0,150.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,BLOCKED,DRAIN CLOGGED,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY –AG-02-05,,2022-03-10 21:06:49,24,2022-03-09 20:15:00,2022-03-09 23:55:00,220.0,660.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY - AHU-A1121-005 – AG-02-05,,2022-01-05 20:47:35,24,2022-01-04 19:55:00,2022-01-04 22:30:00,155.0,620.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 002,N,DIRTY,COOLING COIL DIRTY,CM
